id,type
melanoma_2618,benign
melanoma_2849,benign
melanoma_2346,benign
melanoma_5281,malignant
melanoma_4822,benign
melanoma_422,benign
melanoma_173,benign
melanoma_4163,benign
melanoma_2168,benign
melanoma_4491,benign
melanoma_200,benign
melanoma_5439,malignant
melanoma_1712,benign
melanoma_7619,malignant
melanoma_2942,benign
melanoma_2153,benign
melanoma_7522,malignant
melanoma_7349,malignant
melanoma_9538,malignant
melanoma_1180,benign
melanoma_5618,malignant
melanoma_724,benign
melanoma_1255,benign
melanoma_2322,benign
melanoma_6875,malignant
melanoma_2160,benign
melanoma_3460,benign
melanoma_326,benign
melanoma_2996,benign
melanoma_3923,benign
melanoma_8888,malignant
melanoma_2492,benign
melanoma_7752,malignant
melanoma_7054,malignant
melanoma_9257,malignant
melanoma_2725,benign
melanoma_473,benign
melanoma_2459,benign
melanoma_4232,benign
melanoma_8528,malignant
melanoma_8691,malignant
melanoma_8243,malignant
melanoma_5580,malignant
melanoma_1889,benign
melanoma_8023,malignant
melanoma_3470,benign
melanoma_7311,malignant
melanoma_8904,malignant
melanoma_4750,benign
melanoma_3827,benign
melanoma_4571,benign
melanoma_4798,benign
melanoma_2704,benign
melanoma_5708,malignant
melanoma_1595,benign
melanoma_5878,malignant
melanoma_8201,malignant
melanoma_2290,benign
melanoma_4258,benign
melanoma_448,benign
melanoma_1956,benign
melanoma_8303,malignant
melanoma_1641,benign
melanoma_1936,benign
melanoma_2427,benign
melanoma_5938,malignant
melanoma_5726,malignant
melanoma_3392,benign
melanoma_7681,malignant
melanoma_4595,benign
melanoma_4533,benign
melanoma_7410,malignant
melanoma_7575,malignant
melanoma_1861,benign
melanoma_5034,malignant
melanoma_878,benign
melanoma_3754,benign
melanoma_4892,benign
melanoma_3678,benign
melanoma_4426,benign
melanoma_3907,benign
melanoma_354,benign
melanoma_4045,benign
melanoma_628,benign
melanoma_3990,benign
melanoma_4918,benign
melanoma_1193,benign
melanoma_5855,malignant
melanoma_1189,benign
melanoma_9518,malignant
melanoma_570,benign
melanoma_3238,benign
melanoma_7030,malignant
melanoma_6091,malignant
melanoma_2937,benign
melanoma_2734,benign
melanoma_3293,benign
melanoma_5551,malignant
melanoma_2148,benign
melanoma_9553,malignant
melanoma_9267,malignant
melanoma_6104,malignant
melanoma_631,benign
melanoma_3908,benign
melanoma_2754,benign
melanoma_4893,benign
melanoma_6211,malignant
melanoma_8823,malignant
melanoma_2415,benign
melanoma_9471,malignant
melanoma_1083,benign
melanoma_657,benign
melanoma_1300,benign
melanoma_4820,benign
melanoma_3627,benign
melanoma_3963,benign
melanoma_4070,benign
melanoma_391,benign
melanoma_4053,benign
melanoma_6271,malignant
melanoma_5870,malignant
melanoma_8487,malignant
melanoma_7689,malignant
melanoma_3842,benign
melanoma_1439,benign
melanoma_2352,benign
melanoma_8228,malignant
melanoma_4646,benign
melanoma_7344,malignant
melanoma_5782,malignant
melanoma_9041,malignant
melanoma_8821,malignant
melanoma_3761,benign
melanoma_2563,benign
melanoma_1859,benign
melanoma_8266,malignant
melanoma_2124,benign
melanoma_6476,malignant
melanoma_5797,malignant
melanoma_5057,malignant
melanoma_6357,malignant
melanoma_1611,benign
melanoma_211,benign
melanoma_8038,malignant
melanoma_2638,benign
melanoma_2946,benign
melanoma_8784,malignant
melanoma_6519,malignant
melanoma_5635,malignant
melanoma_7685,malignant
melanoma_4762,benign
melanoma_1014,benign
melanoma_4145,benign
melanoma_8663,malignant
melanoma_9189,malignant
melanoma_7796,malignant
melanoma_4202,benign
melanoma_5899,malignant
melanoma_7256,malignant
melanoma_5130,malignant
melanoma_8129,malignant
melanoma_7754,malignant
melanoma_4412,benign
melanoma_4982,benign
melanoma_4355,benign
melanoma_622,benign
melanoma_36,benign
melanoma_6108,malignant
melanoma_75,benign
melanoma_801,benign
melanoma_2760,benign
melanoma_5101,malignant
melanoma_1821,benign
melanoma_8375,malignant
melanoma_170,benign
melanoma_6703,malignant
melanoma_3965,benign
melanoma_9547,malignant
melanoma_5758,malignant
melanoma_7546,malignant
melanoma_5669,malignant
melanoma_8513,malignant
melanoma_1654,benign
melanoma_8317,malignant
melanoma_91,benign
melanoma_5978,malignant
melanoma_6365,malignant
melanoma_9356,malignant
melanoma_3010,benign
melanoma_6758,malignant
melanoma_2503,benign
melanoma_4516,benign
melanoma_1801,benign
melanoma_1676,benign
melanoma_7974,malignant
melanoma_3686,benign
melanoma_2670,benign
melanoma_2238,benign
melanoma_462,benign
melanoma_51,benign
melanoma_3399,benign
melanoma_3515,benign
melanoma_1366,benign
melanoma_9590,malignant
melanoma_1759,benign
melanoma_9133,malignant
melanoma_2983,benign
melanoma_8868,malignant
melanoma_8400,malignant
melanoma_1050,benign
melanoma_9240,malignant
melanoma_5049,malignant
melanoma_464,benign
melanoma_6983,malignant
melanoma_3792,benign
melanoma_4600,benign
melanoma_1996,benign
melanoma_1149,benign
melanoma_6430,malignant
melanoma_5164,malignant
melanoma_2161,benign
melanoma_4986,benign
melanoma_6835,malignant
melanoma_1398,benign
melanoma_157,benign
melanoma_7777,malignant
melanoma_7571,malignant
melanoma_319,benign
melanoma_4977,benign
melanoma_3022,benign
melanoma_9515,malignant
melanoma_8200,malignant
melanoma_4057,benign
melanoma_1446,benign
melanoma_1839,benign
melanoma_5065,malignant
melanoma_6295,malignant
melanoma_1409,benign
melanoma_3175,benign
melanoma_3085,benign
melanoma_7444,malignant
melanoma_8475,malignant
melanoma_744,benign
melanoma_8051,malignant
melanoma_3838,benign
melanoma_1717,benign
melanoma_6284,malignant
melanoma_8489,malignant
melanoma_6776,malignant
melanoma_3602,benign
melanoma_5447,malignant
melanoma_7391,malignant
melanoma_8156,malignant
melanoma_3636,benign
melanoma_7345,malignant
melanoma_5173,malignant
melanoma_6547,malignant
melanoma_8442,malignant
melanoma_2556,benign
melanoma_5995,malignant
melanoma_5319,malignant
melanoma_1833,benign
melanoma_176,benign
melanoma_3100,benign
melanoma_2608,benign
melanoma_9503,malignant
melanoma_8906,malignant
melanoma_2320,benign
melanoma_8384,malignant
melanoma_4199,benign
melanoma_780,benign
melanoma_4458,benign
melanoma_4622,benign
melanoma_1934,benign
melanoma_3433,benign
melanoma_667,benign
melanoma_6550,malignant
melanoma_1317,benign
melanoma_2425,benign
melanoma_7295,malignant
melanoma_1059,benign
melanoma_2044,benign
melanoma_3314,benign
melanoma_4139,benign
melanoma_1359,benign
melanoma_5961,malignant
melanoma_7377,malignant
melanoma_9278,malignant
melanoma_361,benign
melanoma_2302,benign
melanoma_6352,malignant
melanoma_9506,malignant
melanoma_811,benign
melanoma_6084,malignant
melanoma_2666,benign
melanoma_5077,malignant
melanoma_2297,benign
melanoma_6144,malignant
melanoma_1052,benign
melanoma_5886,malignant
melanoma_7923,malignant
melanoma_6963,malignant
melanoma_4374,benign
melanoma_7823,malignant
melanoma_4189,benign
melanoma_1371,benign
melanoma_2039,benign
melanoma_3023,benign
melanoma_1980,benign
melanoma_642,benign
melanoma_9019,malignant
melanoma_6077,malignant
melanoma_6061,malignant
melanoma_679,benign
melanoma_262,benign
melanoma_3534,benign
melanoma_8563,malignant
melanoma_5479,malignant
melanoma_3580,benign
melanoma_625,benign
melanoma_3895,benign
melanoma_9157,malignant
melanoma_2215,benign
melanoma_1872,benign
melanoma_5812,malignant
melanoma_8413,malignant
melanoma_1419,benign
melanoma_3670,benign
melanoma_441,benign
melanoma_2463,benign
melanoma_7694,malignant
melanoma_3264,benign
melanoma_4369,benign
melanoma_2007,benign
melanoma_3723,benign
melanoma_5497,malignant
melanoma_761,benign
melanoma_3987,benign
melanoma_3379,benign
melanoma_7531,malignant
melanoma_7215,malignant
melanoma_5908,malignant
melanoma_2560,benign
melanoma_8612,malignant
melanoma_2995,benign
melanoma_8515,malignant
melanoma_6064,malignant
melanoma_9532,malignant
melanoma_6964,malignant
melanoma_8547,malignant
melanoma_4007,benign
melanoma_2733,benign
melanoma_235,benign
melanoma_9046,malignant
melanoma_2211,benign
melanoma_6213,malignant
melanoma_5572,malignant
melanoma_4413,benign
melanoma_6024,malignant
melanoma_7914,malignant
melanoma_8672,malignant
melanoma_6306,malignant
melanoma_8624,malignant
melanoma_7494,malignant
melanoma_3018,benign
melanoma_7873,malignant
melanoma_5694,malignant
melanoma_5847,malignant
melanoma_5421,malignant
melanoma_2933,benign
melanoma_7493,malignant
melanoma_5651,malignant
melanoma_7287,malignant
melanoma_5443,malignant
melanoma_8778,malignant
melanoma_7715,malignant
melanoma_4846,benign
melanoma_4136,benign
melanoma_4926,benign
melanoma_6240,malignant
melanoma_6390,malignant
melanoma_9113,malignant
melanoma_471,benign
melanoma_9139,malignant
melanoma_5191,malignant
melanoma_2952,benign
melanoma_7227,malignant
melanoma_1468,benign
melanoma_3077,benign
melanoma_4434,benign
melanoma_2886,benign
melanoma_3705,benign
melanoma_4655,benign
melanoma_9096,malignant
melanoma_4058,benign
melanoma_4583,benign
melanoma_4380,benign
melanoma_147,benign
melanoma_7687,malignant
melanoma_2541,benign
melanoma_8535,malignant
melanoma_7134,malignant
melanoma_7214,malignant
melanoma_8610,malignant
melanoma_3218,benign
melanoma_8760,malignant
melanoma_6405,malignant
melanoma_4054,benign
melanoma_8673,malignant
melanoma_4402,benign
melanoma_850,benign
melanoma_270,benign
melanoma_5217,malignant
melanoma_9488,malignant
melanoma_6285,malignant
melanoma_263,benign
melanoma_5520,malignant
melanoma_61,benign
melanoma_4310,benign
melanoma_8808,malignant
melanoma_3148,benign
melanoma_9092,malignant
melanoma_5238,malignant
melanoma_4538,benign
melanoma_2286,benign
melanoma_8587,malignant
melanoma_1487,benign
melanoma_453,benign
melanoma_5869,malignant
melanoma_4976,benign
melanoma_1279,benign
melanoma_5112,malignant
melanoma_1609,benign
melanoma_1939,benign
melanoma_839,benign
melanoma_2957,benign
melanoma_2055,benign
melanoma_3863,benign
melanoma_7693,malignant
melanoma_8860,malignant
melanoma_5232,malignant
melanoma_5626,malignant
melanoma_6570,malignant
melanoma_1618,benign
melanoma_8814,malignant
melanoma_5422,malignant
melanoma_6344,malignant
melanoma_7762,malignant
melanoma_2677,benign
melanoma_8308,malignant
melanoma_798,benign
melanoma_2329,benign
melanoma_4386,benign
melanoma_3475,benign
melanoma_6192,malignant
melanoma_5586,malignant
melanoma_7965,malignant
melanoma_8930,malignant
melanoma_4269,benign
melanoma_5355,malignant
melanoma_4154,benign
melanoma_3416,benign
melanoma_9272,malignant
melanoma_6126,malignant
melanoma_9422,malignant
melanoma_7993,malignant
melanoma_9234,malignant
melanoma_3198,benign
melanoma_2279,benign
melanoma_3779,benign
melanoma_7815,malignant
melanoma_5420,malignant
melanoma_2038,benign
melanoma_7735,malignant
melanoma_5877,malignant
melanoma_7435,malignant
melanoma_8492,malignant
melanoma_4340,benign
melanoma_3290,benign
melanoma_3853,benign
melanoma_1036,benign
melanoma_8524,malignant
melanoma_8370,malignant
melanoma_1880,benign
melanoma_8831,malignant
melanoma_196,benign
melanoma_8518,malignant
melanoma_2867,benign
melanoma_3898,benign
melanoma_232,benign
melanoma_7366,malignant
melanoma_3177,benign
melanoma_8299,malignant
melanoma_8054,malignant
melanoma_7117,malignant
melanoma_5628,malignant
melanoma_6747,malignant
melanoma_2828,benign
melanoma_941,benign
melanoma_8434,malignant
melanoma_8694,malignant
melanoma_8208,malignant
melanoma_5289,malignant
melanoma_7429,malignant
melanoma_6625,malignant
melanoma_2126,benign
melanoma_4075,benign
melanoma_542,benign
melanoma_7544,malignant
melanoma_4437,benign
melanoma_1331,benign
melanoma_9460,malignant
melanoma_8333,malignant
melanoma_1728,benign
melanoma_6904,malignant
melanoma_7325,malignant
melanoma_90,benign
melanoma_5832,malignant
melanoma_9150,malignant
melanoma_5562,malignant
melanoma_921,benign
melanoma_3161,benign
melanoma_6701,malignant
melanoma_5935,malignant
melanoma_1628,benign
melanoma_774,benign
melanoma_4626,benign
melanoma_7245,malignant
melanoma_3509,benign
melanoma_1845,benign
melanoma_9017,malignant
melanoma_1141,benign
melanoma_2258,benign
melanoma_7026,malignant
melanoma_2790,benign
melanoma_9441,malignant
melanoma_1789,benign
melanoma_5234,malignant
melanoma_8733,malignant
melanoma_2853,benign
melanoma_6815,malignant
melanoma_4827,benign
melanoma_2506,benign
melanoma_5842,malignant
melanoma_662,benign
melanoma_7809,malignant
melanoma_3084,benign
melanoma_3601,benign
melanoma_7159,malignant
melanoma_721,benign
melanoma_1213,benign
melanoma_7351,malignant
melanoma_5475,malignant
melanoma_8022,malignant
melanoma_9052,malignant
melanoma_5644,malignant
melanoma_5803,malignant
melanoma_2470,benign
melanoma_7081,malignant
melanoma_7636,malignant
melanoma_2989,benign
melanoma_8619,malignant
melanoma_4568,benign
melanoma_1820,benign
melanoma_5273,malignant
melanoma_6210,malignant
melanoma_1908,benign
melanoma_108,benign
melanoma_4562,benign
melanoma_3224,benign
melanoma_7759,malignant
melanoma_8093,malignant
melanoma_8739,malignant
melanoma_8681,malignant
melanoma_4377,benign
melanoma_2490,benign
melanoma_4656,benign
melanoma_2898,benign
melanoma_6015,malignant
melanoma_2657,benign
melanoma_2545,benign
melanoma_929,benign
melanoma_3312,benign
melanoma_6506,malignant
melanoma_3111,benign
melanoma_3852,benign
melanoma_4791,benign
melanoma_8850,malignant
melanoma_7874,malignant
melanoma_9505,malignant
melanoma_1048,benign
melanoma_8645,malignant
melanoma_7915,malignant
melanoma_424,benign
melanoma_8564,malignant
melanoma_4204,benign
melanoma_8224,malignant
melanoma_1118,benign
melanoma_6479,malignant
melanoma_4168,benign
melanoma_7736,malignant
melanoma_2630,benign
melanoma_1716,benign
melanoma_1343,benign
melanoma_6066,malignant
melanoma_4254,benign
melanoma_1353,benign
melanoma_8256,malignant
melanoma_6745,malignant
melanoma_4378,benign
melanoma_1604,benign
melanoma_6713,malignant
melanoma_1004,benign
melanoma_3702,benign
melanoma_6419,malignant
melanoma_5557,malignant
melanoma_632,benign
melanoma_8421,malignant
melanoma_8128,malignant
melanoma_4360,benign
melanoma_3439,benign
melanoma_1071,benign
melanoma_6372,malignant
melanoma_3596,benign
melanoma_8017,malignant
melanoma_1274,benign
melanoma_5952,malignant
melanoma_8220,malignant
melanoma_3140,benign
melanoma_3323,benign
melanoma_3012,benign
melanoma_8045,malignant
melanoma_4398,benign
melanoma_6370,malignant
melanoma_1807,benign
melanoma_2592,benign
melanoma_5185,malignant
melanoma_5423,malignant
melanoma_3868,benign
melanoma_3516,benign
melanoma_4517,benign
melanoma_8361,malignant
melanoma_7840,malignant
melanoma_3655,benign
melanoma_7399,malignant
melanoma_5464,malignant
melanoma_8145,malignant
melanoma_3492,benign
melanoma_8379,malignant
melanoma_1150,benign
melanoma_7597,malignant
melanoma_6816,malignant
melanoma_4734,benign
melanoma_5434,malignant
melanoma_6353,malignant
melanoma_4951,benign
melanoma_6838,malignant
melanoma_6255,malignant
melanoma_2357,benign
melanoma_927,benign
melanoma_8405,malignant
melanoma_2142,benign
melanoma_3170,benign
melanoma_4870,benign
melanoma_7609,malignant
melanoma_2821,benign
melanoma_6300,malignant
melanoma_3351,benign
melanoma_420,benign
melanoma_8307,malignant
melanoma_6346,malignant
melanoma_5936,malignant
melanoma_7741,malignant
melanoma_733,benign
melanoma_7779,malignant
melanoma_521,benign
melanoma_3671,benign
melanoma_5787,malignant
melanoma_7065,malignant
melanoma_4033,benign
melanoma_2803,benign
melanoma_666,benign
melanoma_6711,malignant
melanoma_137,benign
melanoma_4432,benign
melanoma_4042,benign
melanoma_3222,benign
melanoma_2003,benign
melanoma_1458,benign
melanoma_6620,malignant
melanoma_6664,malignant
melanoma_1962,benign
melanoma_589,benign
melanoma_1472,benign
melanoma_37,benign
melanoma_4692,benign
melanoma_9431,malignant
melanoma_6400,malignant
melanoma_2214,benign
melanoma_3830,benign
melanoma_1073,benign
melanoma_1461,benign
melanoma_739,benign
melanoma_2154,benign
melanoma_485,benign
melanoma_1844,benign
melanoma_7198,malignant
melanoma_4908,benign
melanoma_1753,benign
melanoma_2395,benign
melanoma_6039,malignant
melanoma_908,benign
melanoma_4810,benign
melanoma_4228,benign
melanoma_4318,benign
melanoma_7478,malignant
melanoma_8725,malignant
melanoma_962,benign
melanoma_2865,benign
melanoma_5801,malignant
melanoma_2897,benign
melanoma_5159,malignant
melanoma_3600,benign
melanoma_8950,malignant
melanoma_8491,malignant
melanoma_104,benign
melanoma_4909,benign
melanoma_6272,malignant
melanoma_3237,benign
melanoma_2201,benign
melanoma_4867,benign
melanoma_3345,benign
melanoma_8292,malignant
melanoma_7744,malignant
melanoma_6845,malignant
melanoma_6638,malignant
melanoma_546,benign
melanoma_7264,malignant
melanoma_2980,benign
melanoma_3599,benign
melanoma_834,benign
melanoma_5715,malignant
melanoma_3090,benign
melanoma_7154,malignant
melanoma_3258,benign
melanoma_892,benign
melanoma_876,benign
melanoma_9114,malignant
melanoma_3357,benign
melanoma_9576,malignant
melanoma_4525,benign
melanoma_89,benign
melanoma_2521,benign
melanoma_396,benign
melanoma_4187,benign
melanoma_333,benign
melanoma_2408,benign
melanoma_6484,malignant
melanoma_4261,benign
melanoma_9440,malignant
melanoma_557,benign
melanoma_663,benign
melanoma_168,benign
melanoma_3382,benign
melanoma_8121,malignant
melanoma_8851,malignant
melanoma_1898,benign
melanoma_6335,malignant
melanoma_7865,malignant
melanoma_1931,benign
melanoma_2975,benign
melanoma_1233,benign
melanoma_4485,benign
melanoma_1124,benign
melanoma_8933,malignant
melanoma_2097,benign
melanoma_365,benign
melanoma_4097,benign
melanoma_7941,malignant
melanoma_478,benign
melanoma_568,benign
melanoma_8877,malignant
melanoma_1067,benign
melanoma_8983,malignant
melanoma_63,benign
melanoma_3685,benign
melanoma_3769,benign
melanoma_2131,benign
melanoma_6742,malignant
melanoma_1357,benign
melanoma_7891,malignant
melanoma_9560,malignant
melanoma_1356,benign
melanoma_6851,malignant
melanoma_1512,benign
melanoma_2280,benign
melanoma_4259,benign
melanoma_4840,benign
melanoma_5793,malignant
melanoma_2234,benign
melanoma_2550,benign
melanoma_7714,malignant
melanoma_8858,malignant
melanoma_5613,malignant
melanoma_837,benign
melanoma_1158,benign
melanoma_6788,malignant
melanoma_7589,malignant
melanoma_8174,malignant
melanoma_5076,malignant
melanoma_672,benign
melanoma_7633,malignant
melanoma_2788,benign
melanoma_6078,malignant
melanoma_770,benign
melanoma_3052,benign
melanoma_604,benign
melanoma_8999,malignant
melanoma_9507,malignant
melanoma_7427,malignant
melanoma_6032,malignant
melanoma_7573,malignant
melanoma_8525,malignant
melanoma_911,benign
melanoma_3979,benign
melanoma_3037,benign
melanoma_4733,benign
melanoma_4887,benign
melanoma_1334,benign
melanoma_9087,malignant
melanoma_5652,malignant
melanoma_5716,malignant
melanoma_3823,benign
melanoma_905,benign
melanoma_511,benign
melanoma_5387,malignant
melanoma_3629,benign
melanoma_4406,benign
melanoma_8417,malignant
melanoma_2685,benign
melanoma_8892,malignant
melanoma_1225,benign
melanoma_6761,malignant
melanoma_1230,benign
melanoma_1068,benign
melanoma_8522,malignant
melanoma_226,benign
melanoma_6105,malignant
melanoma_2476,benign
melanoma_8340,malignant
melanoma_4225,benign
melanoma_7924,malignant
melanoma_8909,malignant
melanoma_5517,malignant
melanoma_7393,malignant
melanoma_4280,benign
melanoma_8787,malignant
melanoma_1265,benign
melanoma_5132,malignant
melanoma_7235,malignant
melanoma_2507,benign
melanoma_2974,benign
melanoma_8590,malignant
melanoma_861,benign
melanoma_646,benign
melanoma_2635,benign
melanoma_6730,malignant
melanoma_5129,malignant
melanoma_5035,malignant
melanoma_5616,malignant
melanoma_7813,malignant
melanoma_5926,malignant
melanoma_6483,malignant
melanoma_8931,malignant
melanoma_6350,malignant
melanoma_121,benign
melanoma_7003,malignant
melanoma_2949,benign
melanoma_5642,malignant
melanoma_9499,malignant
melanoma_4888,benign
melanoma_4577,benign
melanoma_7080,malignant
melanoma_1219,benign
melanoma_6544,malignant
melanoma_3651,benign
melanoma_3855,benign
melanoma_8242,malignant
melanoma_6654,malignant
melanoma_5538,malignant
melanoma_4221,benign
melanoma_7637,malignant
melanoma_7137,malignant
melanoma_8002,malignant
melanoma_6270,malignant
melanoma_3528,benign
melanoma_1482,benign
melanoma_6099,malignant
melanoma_1545,benign
melanoma_8771,malignant
melanoma_9425,malignant
melanoma_5539,malignant
melanoma_5186,malignant
melanoma_5506,malignant
melanoma_3673,benign
melanoma_3157,benign
melanoma_8829,malignant
melanoma_2229,benign
melanoma_5493,malignant
melanoma_6577,malignant
melanoma_8593,malignant
melanoma_8133,malignant
melanoma_5399,malignant
melanoma_4777,benign
melanoma_4971,benign
melanoma_8949,malignant
melanoma_9490,malignant
melanoma_4930,benign
melanoma_7837,malignant
melanoma_7044,malignant
melanoma_1169,benign
melanoma_3942,benign
melanoma_5099,malignant
melanoma_9294,malignant
melanoma_2364,benign
melanoma_3457,benign
melanoma_4575,benign
melanoma_6641,malignant
melanoma_9034,malignant
melanoma_9121,malignant
melanoma_1903,benign
melanoma_2293,benign
melanoma_5999,malignant
melanoma_2054,benign
melanoma_670,benign
melanoma_4897,benign
melanoma_2674,benign
melanoma_314,benign
melanoma_7521,malignant
melanoma_5554,malignant
melanoma_4828,benign
melanoma_2993,benign
melanoma_8589,malignant
melanoma_322,benign
melanoma_7507,malignant
melanoma_1046,benign
melanoma_275,benign
melanoma_6709,malignant
melanoma_923,benign
melanoma_2715,benign
melanoma_8876,malignant
melanoma_6674,malignant
melanoma_924,benign
melanoma_1062,benign
melanoma_5278,malignant
melanoma_925,benign
melanoma_6164,malignant
melanoma_3210,benign
melanoma_2736,benign
melanoma_4543,benign
melanoma_3984,benign
melanoma_87,benign
melanoma_9477,malignant
melanoma_2399,benign
melanoma_2917,benign
melanoma_6850,malignant
melanoma_7909,malignant
melanoma_285,benign
melanoma_5051,malignant
melanoma_4803,benign
melanoma_2429,benign
melanoma_9572,malignant
melanoma_3116,benign
melanoma_8765,malignant
melanoma_6302,malignant
melanoma_6298,malignant
melanoma_5477,malignant
melanoma_7370,malignant
melanoma_3840,benign
melanoma_3707,benign
melanoma_3540,benign
melanoma_2718,benign
melanoma_8254,malignant
melanoma_5024,malignant
melanoma_2582,benign
melanoma_2092,benign
melanoma_6802,malignant
melanoma_6055,malignant
melanoma_8964,malignant
melanoma_2763,benign
melanoma_5738,malignant
melanoma_4715,benign
melanoma_6642,malignant
melanoma_1369,benign
melanoma_2137,benign
melanoma_4064,benign
melanoma_1976,benign
melanoma_20,benign
melanoma_8162,malignant
melanoma_5992,malignant
melanoma_7630,malignant
melanoma_6942,malignant
melanoma_7872,malignant
melanoma_1748,benign
melanoma_6119,malignant
melanoma_1678,benign
melanoma_5233,malignant
melanoma_4034,benign
melanoma_3560,benign
melanoma_1195,benign
melanoma_6553,malignant
melanoma_4363,benign
melanoma_2579,benign
melanoma_9390,malignant
melanoma_5863,malignant
melanoma_629,benign
melanoma_614,benign
melanoma_6215,malignant
melanoma_8380,malignant
melanoma_7157,malignant
melanoma_1322,benign
melanoma_2953,benign
melanoma_4659,benign
melanoma_2568,benign
melanoma_240,benign
melanoma_853,benign
melanoma_8984,malignant
melanoma_4737,benign
melanoma_1016,benign
melanoma_1425,benign
melanoma_3127,benign
melanoma_2089,benign
melanoma_3472,benign
melanoma_964,benign
melanoma_6564,malignant
melanoma_2634,benign
melanoma_5984,malignant
melanoma_3667,benign
melanoma_5838,malignant
melanoma_1295,benign
melanoma_9453,malignant
melanoma_9084,malignant
melanoma_3272,benign
melanoma_3249,benign
melanoma_7175,malignant
melanoma_6634,malignant
melanoma_7660,malignant
melanoma_4407,benign
melanoma_9172,malignant
melanoma_6537,malignant
melanoma_6507,malignant
melanoma_7679,malignant
melanoma_9219,malignant
melanoma_2070,benign
melanoma_2659,benign
melanoma_6614,malignant
melanoma_2274,benign
melanoma_3999,benign
melanoma_5982,malignant
melanoma_9110,malignant
melanoma_3711,benign
melanoma_7018,malignant
melanoma_2441,benign
melanoma_4077,benign
melanoma_1831,benign
melanoma_818,benign
melanoma_9327,malignant
melanoma_6575,malignant
melanoma_3513,benign
melanoma_9002,malignant
melanoma_9444,malignant
melanoma_8981,malignant
melanoma_3512,benign
melanoma_7072,malignant
melanoma_2746,benign
melanoma_1599,benign
melanoma_97,benign
melanoma_5569,malignant
melanoma_2479,benign
melanoma_9285,malignant
melanoma_5913,malignant
melanoma_5205,malignant
melanoma_3072,benign
melanoma_199,benign
melanoma_9323,malignant
melanoma_5275,malignant
melanoma_2627,benign
melanoma_6504,malignant
melanoma_5285,malignant
melanoma_694,benign
melanoma_7991,malignant
melanoma_83,benign
melanoma_5452,malignant
melanoma_4383,benign
melanoma_8089,malignant
melanoma_4415,benign
melanoma_5414,malignant
melanoma_8835,malignant
melanoma_3603,benign
melanoma_8818,malignant
melanoma_2584,benign
melanoma_4134,benign
melanoma_5293,malignant
melanoma_3818,benign
melanoma_9585,malignant
melanoma_6594,malignant
melanoma_7252,malignant
melanoma_999,benign
melanoma_1377,benign
melanoma_3344,benign
melanoma_4685,benign
melanoma_7986,malignant
melanoma_6786,malignant
melanoma_6750,malignant
melanoma_6385,malignant
melanoma_2951,benign
melanoma_4109,benign
melanoma_664,benign
melanoma_2826,benign
melanoma_181,benign
melanoma_3681,benign
melanoma_2932,benign
melanoma_8974,malignant
melanoma_7263,malignant
melanoma_5216,malignant
melanoma_4023,benign
melanoma_6810,malignant
melanoma_2176,benign
melanoma_8352,malignant
melanoma_12,benign
melanoma_5798,malignant
melanoma_234,benign
melanoma_6375,malignant
